Time__CET_CEST_,Day_ahead_Total_Load_Forecast__MW____BZN_NL,Actual_Total_Load__MW____BZN_NL
02.01.2023 07:15 - 02.01.2023 07:30,11672.0,11712.0
02.01.2023 07:30 - 02.01.2023 07:45,11964.0,11980.0
02.01.2023 07:45 - 02.01.2023 08:00,12162.0,12266.0
02.01.2023 08:00 - 02.01.2023 08:15,12416.0,12616.0
02.01.2023 08:15 - 02.01.2023 08:30,12676.0,12879.0
02.01.2023 08:30 - 02.01.2023 08:45,12830.0,13033.0
02.01.2023 08:45 - 02.01.2023 09:00,12898.0,13142.0
02.01.2023 09:00 - 02.01.2023 09:15,12977.0,13377.0
02.01.2023 09:15 - 02.01.2023 09:30,13044.0,13494.0
02.01.2023 09:30 - 02.01.2023 09:45,12995.0,13581.0
02.01.2023 09:45 - 02.01.2023 10:00,12881.0,13598.0
02.01.2023 10:00 - 02.01.2023 10:15,12788.0,13574.0
02.01.2023 10:15 - 02.01.2023 10:30,12779.0,13610.0
02.01.2023 10:30 - 02.01.2023 10:45,12667.0,13581.0
02.01.2023 10:45 - 02.01.2023 11:00,12595.0,13478.0
02.01.2023 11:00 - 02.01.2023 11:15,12425.0,13489.0
02.01.2023 11:15 - 02.01.2023 11:30,12235.0,13506.0
02.01.2023 11:30 - 02.01.2023 11:45,12094.0,13448.0
02.01.2023 11:45 - 02.01.2023 12:00,11956.0,13337.0
02.01.2023 12:00 - 02.01.2023 12:15,11843.0,13305.0
02.01.2023 12:15 - 02.01.2023 12:30,11759.0,13216.0
02.01.2023 12:30 - 02.01.2023 12:45,11695.0,13163.0
02.01.2023 12:45 - 02.01.2023 13:00,11630.0,13190.0
02.01.2023 13:00 - 02.01.2023 13:15,11632.0,13328.0
02.01.2023 13:15 - 02.01.2023 13:30,11737.0,13421.0
02.01.2023 13:30 - 02.01.2023 13:45,11804.0,13548.0
02.01.2023 13:45 - 02.01.2023 14:00,11886.0,13584.0
02.01.2023 14:00 - 02.01.2023 14:15,11946.0,13672.0
02.01.2023 14:15 - 02.01.2023 14:30,12073.0,13651.0
02.01.2023 14:30 - 02.01.2023 14:45,12205.0,13662.0
02.01.2023 14:45 - 02.01.2023 15:00,12352.0,13688.0
02.01.2023 15:00 - 02.01.2023 15:15,12519.0,13713.0
02.01.2023 15:15 - 02.01.2023 15:30,12679.0,13759.0
02.01.2023 15:30 - 02.01.2023 15:45,12811.0,13797.0
02.01.2023 15:45 - 02.01.2023 16:00,12893.0,13864.0
02.01.2023 16:00 - 02.01.2023 16:15,12958.0,13948.0
02.01.2023 16:15 - 02.01.2023 16:30,13081.0,14103.0
02.01.2023 16:30 - 02.01.2023 16:45,13322.0,14307.0
02.01.2023 16:45 - 02.01.2023 17:00,13595.0,14688.0
02.01.2023 17:00 - 02.01.2023 17:15,13887.0,15033.0
02.01.2023 17:15 - 02.01.2023 17:30,14026.0,15249.0
02.01.2023 17:30 - 02.01.2023 17:45,14099.0,15329.0
02.01.2023 17:45 - 02.01.2023 18:00,14105.0,15358.0
02.01.2023 18:00 - 02.01.2023 18:15,13985.0,15087.0
02.01.2023 18:15 - 02.01.2023 18:30,13752.0,14830.0
02.01.2023 18:30 - 02.01.2023 18:45,13580.0,14661.0
02.01.2023 18:45 - 02.01.2023 19:00,13413.0,14578.0
02.01.2023 19:00 - 02.01.2023 19:15,13294.0,14435.0
02.01.2023 19:15 - 02.01.2023 19:30,13190.0,14290.0
02.01.2023 19:30 - 02.01.2023 19:45,13076.0,14116.0
02.01.2023 19:45 - 02.01.2023 20:00,12982.0,14010.0
02.01.2023 20:00 - 02.01.2023 20:15,12898.0,13815.0
02.01.2023 20:15 - 02.01.2023 20:30,12731.0,13660.0
02.01.2023 20:30 - 02.01.2023 20:45,12635.0,13478.0
02.01.2023 20:45 - 02.01.2023 21:00,12514.0,13324.0
02.01.2023 21:00 - 02.01.2023 21:15,12432.0,13160.0
02.01.2023 21:15 - 02.01.2023 21:30,12386.0,13011.0
02.01.2023 21:30 - 02.01.2023 21:45,12296.0,12829.0
02.01.2023 21:45 - 02.01.2023 22:00,12162.0,12608.0
02.01.2023 22:00 - 02.01.2023 22:15,12046.0,12357.0
02.01.2023 22:15 - 02.01.2023 22:30,11858.0,12215.0
02.01.2023 22:30 - 02.01.2023 22:45,11621.0,11989.0
02.01.2023 22:45 - 02.01.2023 23:00,11461.0,11806.0
02.01.2023 23:00 - 02.01.2023 23:15,11409.0,11629.0
02.01.2023 23:15 - 02.01.2023 23:30,11399.0,11470.0
02.01.2023 23:30 - 02.01.2023 23:45,11261.0,11274.0
02.01.2023 23:45 - 03.01.2023 00:00,11073.0,11117.0
03.01.2023 00:00 - 03.01.2023 00:15,10952.0,10994.0
03.01.2023 00:15 - 03.01.2023 00:30,10878.0,10924.0
03.01.2023 00:30 - 03.01.2023 00:45,10733.0,10765.0
03.01.2023 00:45 - 03.01.2023 01:00,10584.0,10593.0
03.01.2023 01:00 - 03.01.2023 01:15,10414.0,10512.0
03.01.2023 01:15 - 03.01.2023 01:30,10250.0,10465.0
03.01.2023 01:30 - 03.01.2023 01:45,10113.0,10365.0
03.01.2023 01:45 - 03.01.2023 02:00,10037.0,10280.0
03.01.2023 02:00 - 03.01.2023 02:15,9957.0,10237.0
03.01.2023 02:15 - 03.01.2023 02:30,9861.0,10154.0
03.01.2023 02:30 - 03.01.2023 02:45,9837.0,10102.0
03.01.2023 02:45 - 03.01.2023 03:00,9792.0,10032.0
03.01.2023 03:00 - 03.01.2023 03:15,9770.0,10018.0
03.01.2023 03:15 - 03.01.2023 03:30,9774.0,9999.0
03.01.2023 03:30 - 03.01.2023 03:45,9777.0,9991.0
03.01.2023 03:45 - 03.01.2023 04:00,9785.0,9975.0
03.01.2023 04:00 - 03.01.2023 04:15,9820.0,10033.0
03.01.2023 04:15 - 03.01.2023 04:30,9900.0,10018.0
03.01.2023 04:30 - 03.01.2023 04:45,9946.0,10061.0
03.01.2023 04:45 - 03.01.2023 05:00,9983.0,10071.0
03.01.2023 05:00 - 03.01.2023 05:15,10047.0,10189.0
03.01.2023 05:15 - 03.01.2023 05:30,10179.0,10275.0
03.01.2023 05:30 - 03.01.2023 05:45,10289.0,10410.0
03.01.2023 05:45 - 03.01.2023 06:00,10435.0,10557.0
03.01.2023 06:00 - 03.01.2023 06:15,10670.0,10826.0
03.01.2023 06:15 - 03.01.2023 06:30,10989.0,11088.0
03.01.2023 06:30 - 03.01.2023 06:45,11282.0,11296.0
03.01.2023 06:45 - 03.01.2023 07:00,11564.0,11554.0
03.01.2023 07:00 - 03.01.2023 07:15,11839.0,11921.0
03.01.2023 07:15 - 03.01.2023 07:30,12203.0,12230.0
03.01.2023 07:30 - 03.01.2023 07:45,12519.0,12609.0
03.01.2023 07:45 - 03.01.2023 08:00,12827.0,12923.0
03.01.2023 08:00 - 03.01.2023 08:15,13115.0,13270.0
03.01.2023 08:15 - 03.01.2023 08:30,13373.0,13562.0
03.01.2023 08:30 - 03.01.2023 08:45,13515.0,13810.0
03.01.2023 08:45 - 03.01.2023 09:00,13622.0,13932.0
03.01.2023 09:00 - 03.01.2023 09:15,13687.0,14060.0
03.01.2023 09:15 - 03.01.2023 09:30,13666.0,14151.0
03.01.2023 09:30 - 03.01.2023 09:45,13628.0,14115.0
03.01.2023 09:45 - 03.01.2023 10:00,13545.0,14145.0
03.01.2023 10:00 - 03.01.2023 10:15,13399.0,14171.0
03.01.2023 10:15 - 03.01.2023 10:30,13201.0,14108.0
03.01.2023 10:30 - 03.01.2023 10:45,12980.0,14105.0
03.01.2023 10:45 - 03.01.2023 11:00,12848.0,14095.0
03.01.2023 11:00 - 03.01.2023 11:15,12717.0,14060.0
03.01.2023 11:15 - 03.01.2023 11:30,12522.0,14064.0
03.01.2023 11:30 - 03.01.2023 11:45,12381.0,14044.0
03.01.2023 11:45 - 03.01.2023 12:00,12306.0,14070.0
03.01.2023 12:00 - 03.01.2023 12:15,12256.0,14062.0
03.01.2023 12:15 - 03.01.2023 12:30,12180.0,13978.0
03.01.2023 12:30 - 03.01.2023 12:45,10069.0,13906.0
03.01.2023 12:45 - 03.01.2023 13:00,12186.0,13838.0
03.01.2023 13:00 - 03.01.2023 13:15,12220.0,13841.0
03.01.2023 13:15 - 03.01.2023 13:30,12337.0,13835.0
03.01.2023 13:30 - 03.01.2023 13:45,12538.0,13708.0
03.01.2023 13:45 - 03.01.2023 14:00,12525.0,13581.0
03.01.2023 14:00 - 03.01.2023 14:15,12556.0,13545.0
03.01.2023 14:15 - 03.01.2023 14:30,13033.0,13502.0
03.01.2023 14:30 - 03.01.2023 14:45,13179.0,13512.0
03.01.2023 14:45 - 03.01.2023 15:00,13343.0,13565.0
03.01.2023 15:00 - 03.01.2023 15:15,13575.0,13624.0
03.01.2023 15:15 - 03.01.2023 15:30,13719.0,13782.0
03.01.2023 15:30 - 03.01.2023 15:45,13903.0,13928.0
03.01.2023 15:45 - 03.01.2023 16:00,14015.0,14057.0
03.01.2023 16:00 - 03.01.2023 16:15,14075.0,14149.0
03.01.2023 16:15 - 03.01.2023 16:30,14117.0,14326.0
03.01.2023 16:30 - 03.01.2023 16:45,14278.0,14526.0
03.01.2023 16:45 - 03.01.2023 17:00,14507.0,14906.0
03.01.2023 17:00 - 03.01.2023 17:15,14698.0,15252.0
03.01.2023 17:15 - 03.01.2023 17:30,14789.0,15464.0
03.01.2023 17:30 - 03.01.2023 17:45,14906.0,15553.0
03.01.2023 17:45 - 03.01.2023 18:00,14916.0,15512.0
03.01.2023 18:00 - 03.01.2023 18:15,14779.0,15203.0
03.01.2023 18:15 - 03.01.2023 18:30,14536.0,14982.0
03.01.2023 18:30 - 03.01.2023 18:45,14403.0,14826.0
03.01.2023 18:45 - 03.01.2023 19:00,14301.0,14731.0
03.01.2023 19:00 - 03.01.2023 19:15,14149.0,14559.0
03.01.2023 19:15 - 03.01.2023 19:30,13875.0,14354.0
03.01.2023 19:30 - 03.01.2023 19:45,13699.0,14192.0
03.01.2023 19:45 - 03.01.2023 20:00,13663.0,14129.0
03.01.2023 20:00 - 03.01.2023 20:15,13606.0,13886.0
03.01.2023 20:15 - 03.01.2023 20:30,13497.0,13723.0
03.01.2023 20:30 - 03.01.2023 20:45,13390.0,13541.0
03.01.2023 20:45 - 03.01.2023 21:00,13253.0,13380.0
03.01.2023 21:00 - 03.01.2023 21:15,13150.0,13205.0
03.01.2023 21:15 - 03.01.2023 21:30,13098.0,13017.0
03.01.2023 21:30 - 03.01.2023 21:45,13016.0,12800.0
03.01.2023 21:45 - 03.01.2023 22:00,12888.0,12638.0
03.01.2023 22:00 - 03.01.2023 22:15,12690.0,12406.0
03.01.2023 22:15 - 03.01.2023 22:30,12458.0,12247.0
03.01.2023 22:30 - 03.01.2023 22:45,12296.0,12025.0
03.01.2023 22:45 - 03.01.2023 23:00,12101.0,11824.0
03.01.2023 23:00 - 03.01.2023 23:15,11974.0,11725.0
03.01.2023 23:15 - 03.01.2023 23:30,11863.0,11573.0
03.01.2023 23:30 - 03.01.2023 23:45,11704.0,11396.0
03.01.2023 23:45 - 04.01.2023 00:00,11502.0,11233.0
04.01.2023 00:00 - 04.01.2023 00:15,11387.0,11182.0
04.01.2023 00:15 - 04.01.2023 00:30,11347.0,11062.0
04.01.2023 00:30 - 04.01.2023 00:45,11218.0,10925.0
04.01.2023 00:45 - 04.01.2023 01:00,11059.0,10769.0
04.01.2023 01:00 - 04.01.2023 01:15,10933.0,10683.0
04.01.2023 01:15 - 04.01.2023 01:30,10819.0,10602.0
04.01.2023 01:30 - 04.01.2023 01:45,10746.0,10529.0
04.01.2023 01:45 - 04.01.2023 02:00,10672.0,10426.0
04.01.2023 02:00 - 04.01.2023 02:15,10580.0,10421.0
04.01.2023 02:15 - 04.01.2023 02:30,10483.0,10373.0
04.01.2023 02:30 - 04.01.2023 02:45,10481.0,10316.0
04.01.2023 02:45 - 04.01.2023 03:00,10467.0,10262.0
04.01.2023 03:00 - 04.01.2023 03:15,10455.0,10314.0
04.01.2023 03:15 - 04.01.2023 03:30,10439.0,10312.0
04.01.2023 03:30 - 04.01.2023 03:45,10440.0,10262.0
04.01.2023 03:45 - 04.01.2023 04:00,10411.0,10241.0
04.01.2023 04:00 - 04.01.2023 04:15,10428.0,10252.0
04.01.2023 04:15 - 04.01.2023 04:30,10461.0,10267.0
04.01.2023 04:30 - 04.01.2023 04:45,10471.0,10321.0
04.01.2023 04:45 - 04.01.2023 05:00,10508.0,10332.0
04.01.2023 05:00 - 04.01.2023 05:15,10551.0,10459.0
04.01.2023 05:15 - 04.01.2023 05:30,10606.0,10524.0
04.01.2023 05:30 - 04.01.2023 05:45,10675.0,10649.0
04.01.2023 05:45 - 04.01.2023 06:00,10776.0,10810.0
04.01.2023 06:00 - 04.01.2023 06:15,10990.0,11207.0
04.01.2023 06:15 - 04.01.2023 06:30,11304.0,11517.0
04.01.2023 06:30 - 04.01.2023 06:45,11534.0,11733.0
04.01.2023 06:45 - 04.01.2023 07:00,11716.0,11995.0
04.01.2023 07:00 - 04.01.2023 07:15,12001.0,12400.0
04.01.2023 07:15 - 04.01.2023 07:30,12490.0,12728.0
04.01.2023 07:30 - 04.01.2023 07:45,12861.0,12978.0
04.01.2023 07:45 - 04.01.2023 08:00,13152.0,13172.0
04.01.2023 08:00 - 04.01.2023 08:15,13437.0,13353.0
04.01.2023 08:15 - 04.01.2023 08:30,13732.0,13618.0
04.01.2023 08:30 - 04.01.2023 08:45,13943.0,13858.0
04.01.2023 08:45 - 04.01.2023 09:00,14100.0,13957.0
04.01.2023 09:00 - 04.01.2023 09:15,14199.0,14137.0
04.01.2023 09:15 - 04.01.2023 09:30,14195.0,14323.0
04.01.2023 09:30 - 04.01.2023 09:45,14141.0,14426.0
04.01.2023 09:45 - 04.01.2023 10:00,13975.0,14489.0
04.01.2023 10:00 - 04.01.2023 10:15,13709.0,14589.0
04.01.2023 10:15 - 04.01.2023 10:30,13452.0,14636.0
04.01.2023 10:30 - 04.01.2023 10:45,13367.0,14646.0
04.01.2023 10:45 - 04.01.2023 11:00,13091.0,14668.0
04.01.2023 11:00 - 04.01.2023 11:15,12894.0,14575.0
04.01.2023 11:15 - 04.01.2023 11:30,12764.0,14514.0
04.01.2023 11:30 - 04.01.2023 11:45,12602.0,14484.0
04.01.2023 11:45 - 04.01.2023 12:00,12408.0,14489.0
04.01.2023 12:00 - 04.01.2023 12:15,12360.0,14511.0
04.01.2023 12:15 - 04.01.2023 12:30,12248.0,14478.0
04.01.2023 12:30 - 04.01.2023 12:45,12146.0,14432.0
04.01.2023 12:45 - 04.01.2023 13:00,12129.0,14389.0
04.01.2023 13:00 - 04.01.2023 13:15,12236.0,14365.0
04.01.2023 13:15 - 04.01.2023 13:30,12408.0,14351.0
04.01.2023 13:30 - 04.01.2023 13:45,12409.0,14298.0
04.01.2023 13:45 - 04.01.2023 14:00,12338.0,14226.0
04.01.2023 14:00 - 04.01.2023 14:15,12413.0,14274.0
04.01.2023 14:15 - 04.01.2023 14:30,12593.0,14281.0
04.01.2023 14:30 - 04.01.2023 14:45,12841.0,14218.0
04.01.2023 14:45 - 04.01.2023 15:00,13062.0,14215.0
04.01.2023 15:00 - 04.01.2023 15:15,13216.0,14293.0
04.01.2023 15:15 - 04.01.2023 15:30,13321.0,14349.0
04.01.2023 15:30 - 04.01.2023 15:45,13473.0,14447.0
04.01.2023 15:45 - 04.01.2023 16:00,13569.0,14498.0
04.01.2023 16:00 - 04.01.2023 16:15,13630.0,14581.0
04.01.2023 16:15 - 04.01.2023 16:30,13752.0,14638.0
04.01.2023 16:30 - 04.01.2023 16:45,13906.0,14792.0
04.01.2023 16:45 - 04.01.2023 17:00,14096.0,15089.0
04.01.2023 17:00 - 04.01.2023 17:15,14267.0,15441.0
04.01.2023 17:15 - 04.01.2023 17:30,14378.0,15672.0
04.01.2023 17:30 - 04.01.2023 17:45,14514.0,15731.0
04.01.2023 17:45 - 04.01.2023 18:00,14531.0,15654.0
04.01.2023 18:00 - 04.01.2023 18:15,14426.0,15328.0
04.01.2023 18:15 - 04.01.2023 18:30,14189.0,15095.0
04.01.2023 18:30 - 04.01.2023 18:45,14014.0,14931.0
04.01.2023 18:45 - 04.01.2023 19:00,13900.0,14872.0
04.01.2023 19:00 - 04.01.2023 19:15,13812.0,14637.0
04.01.2023 19:15 - 04.01.2023 19:30,13681.0,14485.0
04.01.2023 19:30 - 04.01.2023 19:45,13523.0,14310.0
04.01.2023 19:45 - 04.01.2023 20:00,13396.0,14242.0
04.01.2023 20:00 - 04.01.2023 20:15,13297.0,14064.0
04.01.2023 20:15 - 04.01.2023 20:30,13131.0,13893.0
04.01.2023 20:30 - 04.01.2023 20:45,12979.0,13690.0
04.01.2023 20:45 - 04.01.2023 21:00,12819.0,13474.0
04.01.2023 21:00 - 04.01.2023 21:15,12678.0,13290.0
04.01.2023 21:15 - 04.01.2023 21:30,12576.0,13095.0
04.01.2023 21:30 - 04.01.2023 21:45,12516.0,12917.0
04.01.2023 21:45 - 04.01.2023 22:00,12392.0,12792.0
04.01.2023 22:00 - 04.01.2023 22:15,12263.0,12544.0
04.01.2023 22:15 - 04.01.2023 22:30,12142.0,12429.0
04.01.2023 22:30 - 04.01.2023 22:45,12025.0,12241.0
04.01.2023 22:45 - 04.01.2023 23:00,11845.0,12032.0
04.01.2023 23:00 - 04.01.2023 23:15,11712.0,11890.0
04.01.2023 23:15 - 04.01.2023 23:30,11586.0,11733.0
04.01.2023 23:30 - 04.01.2023 23:45,11433.0,11502.0
04.01.2023 23:45 - 05.01.2023 00:00,11312.0,11407.0
05.01.2023 00:00 - 05.01.2023 00:15,11226.0,11267.0
05.01.2023 00:15 - 05.01.2023 00:30,11132.0,11144.0
05.01.2023 00:30 - 05.01.2023 00:45,10924.0,10997.0
05.01.2023 00:45 - 05.01.2023 01:00,10786.0,10888.0
05.01.2023 01:00 - 05.01.2023 01:15,10711.0,10711.0
05.01.2023 01:15 - 05.01.2023 01:30,10634.0,10581.0
05.01.2023 01:30 - 05.01.2023 01:45,10552.0,10477.0
05.01.2023 01:45 - 05.01.2023 02:00,10468.0,10441.0
05.01.2023 02:00 - 05.01.2023 02:15,10439.0,10384.0
05.01.2023 02:15 - 05.01.2023 02:30,10434.0,10321.0
05.01.2023 02:30 - 05.01.2023 02:45,10396.0,10282.0
05.01.2023 02:45 - 05.01.2023 03:00,10368.0,10219.0
05.01.2023 03:00 - 05.01.2023 03:15,10343.0,10254.0
05.01.2023 03:15 - 05.01.2023 03:30,10335.0,10226.0
05.01.2023 03:30 - 05.01.2023 03:45,10337.0,10208.0
05.01.2023 03:45 - 05.01.2023 04:00,10344.0,10188.0
05.01.2023 04:00 - 05.01.2023 04:15,10341.0,10230.0
05.01.2023 04:15 - 05.01.2023 04:30,10381.0,10208.0
05.01.2023 04:30 - 05.01.2023 04:45,10417.0,10238.0
05.01.2023 04:45 - 05.01.2023 05:00,10452.0,10289.0
05.01.2023 05:00 - 05.01.2023 05:15,10499.0,10417.0
05.01.2023 05:15 - 05.01.2023 05:30,10592.0,10532.0
05.01.2023 05:30 - 05.01.2023 05:45,10677.0,10661.0
05.01.2023 05:45 - 05.01.2023 06:00,10804.0,10841.0
