Time__CET_CEST_,Day_ahead_Total_Load_Forecast__MW____BZN_NL,Actual_Total_Load__MW____BZN_NL
01.01.2022 12:30 - 01.01.2022 12:45,12691.0,10531.0
01.01.2022 12:45 - 01.01.2022 13:00,12650.0,10593.0
01.01.2022 13:00 - 01.01.2022 13:15,12635.0,10663.0
01.01.2022 13:15 - 01.01.2022 13:30,12605.0,10751.0
01.01.2022 13:30 - 01.01.2022 13:45,12614.0,10751.0
01.01.2022 13:45 - 01.01.2022 14:00,12633.0,10780.0
01.01.2022 14:00 - 01.01.2022 14:15,12647.0,10871.0
01.01.2022 14:15 - 01.01.2022 14:30,12679.0,10947.0
01.01.2022 14:30 - 01.01.2022 14:45,12747.0,11033.0
01.01.2022 14:45 - 01.01.2022 15:00,12850.0,11157.0
01.01.2022 15:00 - 01.01.2022 15:15,12888.0,11242.0
01.01.2022 15:15 - 01.01.2022 15:30,13060.0,11377.0
01.01.2022 15:30 - 01.01.2022 15:45,13209.0,11420.0
01.01.2022 15:45 - 01.01.2022 16:00,13378.0,11510.0
01.01.2022 16:00 - 01.01.2022 16:15,13481.0,11558.0
01.01.2022 16:15 - 01.01.2022 16:30,13663.0,11722.0
01.01.2022 16:30 - 01.01.2022 16:45,13931.0,11912.0
01.01.2022 16:45 - 01.01.2022 17:00,14303.0,12225.0
01.01.2022 17:00 - 01.01.2022 17:15,14480.0,12547.0
01.01.2022 17:15 - 01.01.2022 17:30,14696.0,12820.0
01.01.2022 17:30 - 01.01.2022 17:45,14842.0,13026.0
01.01.2022 17:45 - 01.01.2022 18:00,14896.0,13104.0
01.01.2022 18:00 - 01.01.2022 18:15,14764.0,13071.0
01.01.2022 18:15 - 01.01.2022 18:30,14667.0,13008.0
01.01.2022 18:30 - 01.01.2022 18:45,14497.0,12890.0
01.01.2022 18:45 - 01.01.2022 19:00,14382.0,12791.0
01.01.2022 19:00 - 01.01.2022 19:15,14159.0,12740.0
01.01.2022 19:15 - 01.01.2022 19:30,13972.0,12610.0
01.01.2022 19:30 - 01.01.2022 19:45,13831.0,12544.0
01.01.2022 19:45 - 01.01.2022 20:00,13781.0,12483.0
01.01.2022 20:00 - 01.01.2022 20:15,13606.0,12362.0
01.01.2022 20:15 - 01.01.2022 20:30,13523.0,12238.0
01.01.2022 20:30 - 01.01.2022 20:45,13330.0,12028.0
01.01.2022 20:45 - 01.01.2022 21:00,13195.0,11914.0
01.01.2022 21:00 - 01.01.2022 21:15,13027.0,11760.0
01.01.2022 21:15 - 01.01.2022 21:30,12940.0,11659.0
01.01.2022 21:30 - 01.01.2022 21:45,12804.0,11532.0
01.01.2022 21:45 - 01.01.2022 22:00,12685.0,11472.0
01.01.2022 22:00 - 01.01.2022 22:15,12566.0,11389.0
01.01.2022 22:15 - 01.01.2022 22:30,12478.0,11243.0
01.01.2022 22:30 - 01.01.2022 22:45,12352.0,11093.0
01.01.2022 22:45 - 01.01.2022 23:00,12200.0,10943.0
01.01.2022 23:00 - 01.01.2022 23:15,12050.0,10834.0
01.01.2022 23:15 - 01.01.2022 23:30,11890.0,10720.0
01.01.2022 23:30 - 01.01.2022 23:45,11728.0,10606.0
01.01.2022 23:45 - 02.01.2022 00:00,11576.0,10461.0
02.01.2022 00:00 - 02.01.2022 00:15,11489.0,10488.0
02.01.2022 00:15 - 02.01.2022 00:30,11372.0,10406.0
02.01.2022 00:30 - 02.01.2022 00:45,11219.0,10312.0
02.01.2022 00:45 - 02.01.2022 01:00,11068.0,10209.0
02.01.2022 01:00 - 02.01.2022 01:15,10969.0,10126.0
02.01.2022 01:15 - 02.01.2022 01:30,10831.0,10043.0
02.01.2022 01:30 - 02.01.2022 01:45,10747.0,9942.0
02.01.2022 01:45 - 02.01.2022 02:00,10654.0,9815.0
02.01.2022 02:00 - 02.01.2022 02:15,10620.0,9762.0
02.01.2022 02:15 - 02.01.2022 02:30,10575.0,9694.0
02.01.2022 02:30 - 02.01.2022 02:45,10502.0,9677.0
02.01.2022 02:45 - 02.01.2022 03:00,10448.0,9671.0
02.01.2022 03:00 - 02.01.2022 03:15,10444.0,9645.0
02.01.2022 03:15 - 02.01.2022 03:30,10384.0,9603.0
02.01.2022 03:30 - 02.01.2022 03:45,10345.0,9565.0
02.01.2022 03:45 - 02.01.2022 04:00,10356.0,9527.0
02.01.2022 04:00 - 02.01.2022 04:15,10357.0,9541.0
02.01.2022 04:15 - 02.01.2022 04:30,10374.0,9544.0
02.01.2022 04:30 - 02.01.2022 04:45,10372.0,9543.0
02.01.2022 04:45 - 02.01.2022 05:00,10375.0,9611.0
02.01.2022 05:00 - 02.01.2022 05:15,10426.0,9585.0
02.01.2022 05:15 - 02.01.2022 05:30,10499.0,9652.0
02.01.2022 05:30 - 02.01.2022 05:45,10529.0,9716.0
02.01.2022 05:45 - 02.01.2022 06:00,10556.0,9751.0
02.01.2022 06:00 - 02.01.2022 06:15,10650.0,9860.0
02.01.2022 06:15 - 02.01.2022 06:30,10702.0,9922.0
02.01.2022 06:30 - 02.01.2022 06:45,10771.0,10038.0
02.01.2022 06:45 - 02.01.2022 07:00,10817.0,10086.0
02.01.2022 07:00 - 02.01.2022 07:15,10978.0,10218.0
02.01.2022 07:15 - 02.01.2022 07:30,11089.0,10293.0
02.01.2022 07:30 - 02.01.2022 07:45,11230.0,10499.0
02.01.2022 07:45 - 02.01.2022 08:00,11385.0,10629.0
02.01.2022 08:00 - 02.01.2022 08:15,11618.0,10816.0
02.01.2022 08:15 - 02.01.2022 08:30,11853.0,10963.0
02.01.2022 08:30 - 02.01.2022 08:45,11946.0,11118.0
02.01.2022 08:45 - 02.01.2022 09:00,12063.0,11239.0
02.01.2022 09:00 - 02.01.2022 09:15,12309.0,11382.0
02.01.2022 09:15 - 02.01.2022 09:30,12450.0,11562.0
02.01.2022 09:30 - 02.01.2022 09:45,12578.0,11632.0
02.01.2022 09:45 - 02.01.2022 10:00,12660.0,11717.0
02.01.2022 10:00 - 02.01.2022 10:15,12736.0,11651.0
02.01.2022 10:15 - 02.01.2022 10:30,12781.0,11591.0
02.01.2022 10:30 - 02.01.2022 10:45,12801.0,11559.0
02.01.2022 10:45 - 02.01.2022 11:00,12814.0,11569.0
02.01.2022 11:00 - 02.01.2022 11:15,12824.0,11722.0
02.01.2022 11:15 - 02.01.2022 11:30,12819.0,11810.0
02.01.2022 11:30 - 02.01.2022 11:45,12822.0,11943.0
02.01.2022 11:45 - 02.01.2022 12:00,12905.0,12058.0
02.01.2022 12:00 - 02.01.2022 12:15,12929.0,12187.0
02.01.2022 12:15 - 02.01.2022 12:30,12968.0,12207.0
02.01.2022 12:30 - 02.01.2022 12:45,12984.0,12194.0
02.01.2022 12:45 - 02.01.2022 13:00,12994.0,12141.0
02.01.2022 13:00 - 02.01.2022 13:15,13005.0,12043.0
02.01.2022 13:15 - 02.01.2022 13:30,12988.0,11984.0
02.01.2022 13:30 - 02.01.2022 13:45,12965.0,11925.0
02.01.2022 13:45 - 02.01.2022 14:00,12986.0,11895.0
02.01.2022 14:00 - 02.01.2022 14:15,12957.0,11856.0
02.01.2022 14:15 - 02.01.2022 14:30,12968.0,11863.0
02.01.2022 14:30 - 02.01.2022 14:45,12984.0,11945.0
02.01.2022 14:45 - 02.01.2022 15:00,13047.0,12029.0
02.01.2022 15:00 - 02.01.2022 15:15,13089.0,12082.0
02.01.2022 15:15 - 02.01.2022 15:30,13107.0,12195.0
02.01.2022 15:30 - 02.01.2022 15:45,13110.0,12224.0
02.01.2022 15:45 - 02.01.2022 16:00,13144.0,12276.0
02.01.2022 16:00 - 02.01.2022 16:15,13214.0,12293.0
02.01.2022 16:15 - 02.01.2022 16:30,13376.0,12496.0
02.01.2022 16:30 - 02.01.2022 16:45,13634.0,12738.0
02.01.2022 16:45 - 02.01.2022 17:00,13963.0,13139.0
02.01.2022 17:00 - 02.01.2022 17:15,14120.0,13410.0
02.01.2022 17:15 - 02.01.2022 17:30,14318.0,13733.0
02.01.2022 17:30 - 02.01.2022 17:45,14529.0,13960.0
02.01.2022 17:45 - 02.01.2022 18:00,14564.0,13998.0
02.01.2022 18:00 - 02.01.2022 18:15,14477.0,13896.0
02.01.2022 18:15 - 02.01.2022 18:30,14307.0,13710.0
02.01.2022 18:30 - 02.01.2022 18:45,14147.0,13543.0
02.01.2022 18:45 - 02.01.2022 19:00,14021.0,13475.0
02.01.2022 19:00 - 02.01.2022 19:15,13906.0,13393.0
02.01.2022 19:15 - 02.01.2022 19:30,13801.0,13236.0
02.01.2022 19:30 - 02.01.2022 19:45,13658.0,13192.0
02.01.2022 19:45 - 02.01.2022 20:00,13548.0,13164.0
02.01.2022 20:00 - 02.01.2022 20:15,13388.0,12985.0
02.01.2022 20:15 - 02.01.2022 20:30,13269.0,12916.0
02.01.2022 20:30 - 02.01.2022 20:45,13086.0,12732.0
02.01.2022 20:45 - 02.01.2022 21:00,12920.0,12579.0
02.01.2022 21:00 - 02.01.2022 21:15,12799.0,12478.0
02.01.2022 21:15 - 02.01.2022 21:30,12718.0,12354.0
02.01.2022 21:30 - 02.01.2022 21:45,12553.0,12206.0
02.01.2022 21:45 - 02.01.2022 22:00,12441.0,12062.0
02.01.2022 22:00 - 02.01.2022 22:15,12283.0,11992.0
02.01.2022 22:15 - 02.01.2022 22:30,12171.0,11915.0
02.01.2022 22:30 - 02.01.2022 22:45,12014.0,11815.0
02.01.2022 22:45 - 02.01.2022 23:00,11866.0,11633.0
02.01.2022 23:00 - 02.01.2022 23:15,11736.0,11479.0
02.01.2022 23:15 - 02.01.2022 23:30,11604.0,11343.0
02.01.2022 23:30 - 02.01.2022 23:45,11422.0,11159.0
02.01.2022 23:45 - 03.01.2022 00:00,11254.0,10990.0
03.01.2022 00:00 - 03.01.2022 00:15,11165.0,10974.0
03.01.2022 00:15 - 03.01.2022 00:30,11024.0,10865.0
03.01.2022 00:30 - 03.01.2022 00:45,10895.0,10766.0
03.01.2022 00:45 - 03.01.2022 01:00,10789.0,10644.0
03.01.2022 01:00 - 03.01.2022 01:15,10766.0,10525.0
03.01.2022 01:15 - 03.01.2022 01:30,10706.0,10477.0
03.01.2022 01:30 - 03.01.2022 01:45,10645.0,10356.0
03.01.2022 01:45 - 03.01.2022 02:00,10562.0,10285.0
03.01.2022 02:00 - 03.01.2022 02:15,10528.0,10274.0
03.01.2022 02:15 - 03.01.2022 02:30,10488.0,10268.0
03.01.2022 02:30 - 03.01.2022 02:45,10471.0,10214.0
03.01.2022 02:45 - 03.01.2022 03:00,10448.0,10163.0
03.01.2022 03:00 - 03.01.2022 03:15,10443.0,10161.0
03.01.2022 03:15 - 03.01.2022 03:30,10474.0,10139.0
03.01.2022 03:30 - 03.01.2022 03:45,10487.0,10119.0
03.01.2022 03:45 - 03.01.2022 04:00,10481.0,10145.0
03.01.2022 04:00 - 03.01.2022 04:15,10519.0,10089.0
03.01.2022 04:15 - 03.01.2022 04:30,10575.0,10076.0
03.01.2022 04:30 - 03.01.2022 04:45,10619.0,10185.0
03.01.2022 04:45 - 03.01.2022 05:00,10700.0,10286.0
03.01.2022 05:00 - 03.01.2022 05:15,10855.0,10441.0
03.01.2022 05:15 - 03.01.2022 05:30,10971.0,10634.0
03.01.2022 05:30 - 03.01.2022 05:45,11154.0,10769.0
03.01.2022 05:45 - 03.01.2022 06:00,11338.0,10991.0
03.01.2022 06:00 - 03.01.2022 06:15,11650.0,11346.0
03.01.2022 06:15 - 03.01.2022 06:30,11939.0,11636.0
03.01.2022 06:30 - 03.01.2022 06:45,12265.0,11786.0
03.01.2022 06:45 - 03.01.2022 07:00,12581.0,12014.0
03.01.2022 07:00 - 03.01.2022 07:15,13015.0,12368.0
03.01.2022 07:15 - 03.01.2022 07:30,13445.0,12774.0
03.01.2022 07:30 - 03.01.2022 07:45,13810.0,13067.0
03.01.2022 07:45 - 03.01.2022 08:00,14155.0,13309.0
03.01.2022 08:00 - 03.01.2022 08:15,14536.0,13628.0
03.01.2022 08:15 - 03.01.2022 08:30,14858.0,14012.0
03.01.2022 08:30 - 03.01.2022 08:45,14977.0,14211.0
03.01.2022 08:45 - 03.01.2022 09:00,15099.0,14344.0
03.01.2022 09:00 - 03.01.2022 09:15,15209.0,14462.0
03.01.2022 09:15 - 03.01.2022 09:30,15270.0,14545.0
03.01.2022 09:30 - 03.01.2022 09:45,15246.0,14545.0
03.01.2022 09:45 - 03.01.2022 10:00,15269.0,14534.0
03.01.2022 10:00 - 03.01.2022 10:15,15188.0,14487.0
03.01.2022 10:15 - 03.01.2022 10:30,15124.0,14357.0
03.01.2022 10:30 - 03.01.2022 10:45,15095.0,14275.0
03.01.2022 10:45 - 03.01.2022 11:00,15031.0,14234.0
03.01.2022 11:00 - 03.01.2022 11:15,14993.0,14009.0
03.01.2022 11:15 - 03.01.2022 11:30,14938.0,13858.0
03.01.2022 11:30 - 03.01.2022 11:45,14858.0,13869.0
03.01.2022 11:45 - 03.01.2022 12:00,14853.0,13860.0
03.01.2022 12:00 - 03.01.2022 12:15,14823.0,13877.0
03.01.2022 12:15 - 03.01.2022 12:30,14781.0,13898.0
03.01.2022 12:30 - 03.01.2022 12:45,14685.0,13955.0
03.01.2022 12:45 - 03.01.2022 13:00,14641.0,13957.0
03.01.2022 13:00 - 03.01.2022 13:15,14670.0,14044.0
03.01.2022 13:15 - 03.01.2022 13:30,14677.0,14028.0
03.01.2022 13:30 - 03.01.2022 13:45,14689.0,14032.0
03.01.2022 13:45 - 03.01.2022 14:00,14694.0,14070.0
03.01.2022 14:00 - 03.01.2022 14:15,14726.0,14122.0
03.01.2022 14:15 - 03.01.2022 14:30,14770.0,14232.0
03.01.2022 14:30 - 03.01.2022 14:45,14785.0,14332.0
03.01.2022 14:45 - 03.01.2022 15:00,14850.0,14443.0
03.01.2022 15:00 - 03.01.2022 15:15,14923.0,14459.0
03.01.2022 15:15 - 03.01.2022 15:30,15014.0,14571.0
03.01.2022 15:30 - 03.01.2022 15:45,15131.0,14660.0
03.01.2022 15:45 - 03.01.2022 16:00,15247.0,14797.0
03.01.2022 16:00 - 03.01.2022 16:15,15321.0,14788.0
03.01.2022 16:15 - 03.01.2022 16:30,15469.0,14941.0
03.01.2022 16:30 - 03.01.2022 16:45,15720.0,15109.0
03.01.2022 16:45 - 03.01.2022 17:00,16095.0,15468.0
03.01.2022 17:00 - 03.01.2022 17:15,16223.0,15724.0
03.01.2022 17:15 - 03.01.2022 17:30,16400.0,16012.0
03.01.2022 17:30 - 03.01.2022 17:45,16440.0,16098.0
03.01.2022 17:45 - 03.01.2022 18:00,16377.0,16007.0
03.01.2022 18:00 - 03.01.2022 18:15,16064.0,15693.0
03.01.2022 18:15 - 03.01.2022 18:30,15846.0,15385.0
03.01.2022 18:30 - 03.01.2022 18:45,15680.0,15219.0
03.01.2022 18:45 - 03.01.2022 19:00,15561.0,15103.0
03.01.2022 19:00 - 03.01.2022 19:15,15387.0,14914.0
03.01.2022 19:15 - 03.01.2022 19:30,15212.0,14733.0
03.01.2022 19:30 - 03.01.2022 19:45,15044.0,14557.0
03.01.2022 19:45 - 03.01.2022 20:00,14918.0,14471.0
03.01.2022 20:00 - 03.01.2022 20:15,14702.0,14242.0
03.01.2022 20:15 - 03.01.2022 20:30,14513.0,14000.0
03.01.2022 20:30 - 03.01.2022 20:45,14310.0,13832.0
03.01.2022 20:45 - 03.01.2022 21:00,14106.0,13577.0
03.01.2022 21:00 - 03.01.2022 21:15,13935.0,13414.0
03.01.2022 21:15 - 03.01.2022 21:30,13812.0,13284.0
03.01.2022 21:30 - 03.01.2022 21:45,13620.0,13139.0
03.01.2022 21:45 - 03.01.2022 22:00,13448.0,12978.0
03.01.2022 22:00 - 03.01.2022 22:15,13221.0,12728.0
03.01.2022 22:15 - 03.01.2022 22:30,13078.0,12581.0
03.01.2022 22:30 - 03.01.2022 22:45,12890.0,12400.0
03.01.2022 22:45 - 03.01.2022 23:00,12649.0,12192.0
03.01.2022 23:00 - 03.01.2022 23:15,12536.0,12122.0
03.01.2022 23:15 - 03.01.2022 23:30,12383.0,11928.0
03.01.2022 23:30 - 03.01.2022 23:45,12155.0,11720.0
03.01.2022 23:45 - 04.01.2022 00:00,11933.0,11506.0
04.01.2022 00:00 - 04.01.2022 00:15,11839.0,11376.0
04.01.2022 00:15 - 04.01.2022 00:30,11729.0,11248.0
04.01.2022 00:30 - 04.01.2022 00:45,11595.0,11151.0
04.01.2022 00:45 - 04.01.2022 01:00,11476.0,11027.0
04.01.2022 01:00 - 04.01.2022 01:15,11365.0,10998.0
04.01.2022 01:15 - 04.01.2022 01:30,11275.0,11000.0
04.01.2022 01:30 - 04.01.2022 01:45,11167.0,10881.0
04.01.2022 01:45 - 04.01.2022 02:00,11095.0,10830.0
04.01.2022 02:00 - 04.01.2022 02:15,11045.0,10813.0
04.01.2022 02:15 - 04.01.2022 02:30,10957.0,10746.0
04.01.2022 02:30 - 04.01.2022 02:45,10938.0,10681.0
04.01.2022 02:45 - 04.01.2022 03:00,10899.0,10603.0
04.01.2022 03:00 - 04.01.2022 03:15,10905.0,10585.0
04.01.2022 03:15 - 04.01.2022 03:30,10902.0,10590.0
04.01.2022 03:30 - 04.01.2022 03:45,10874.0,10585.0
04.01.2022 03:45 - 04.01.2022 04:00,10860.0,10518.0
04.01.2022 04:00 - 04.01.2022 04:15,10888.0,10556.0
04.01.2022 04:15 - 04.01.2022 04:30,10934.0,10606.0
04.01.2022 04:30 - 04.01.2022 04:45,10962.0,10656.0
04.01.2022 04:45 - 04.01.2022 05:00,11021.0,10729.0
04.01.2022 05:00 - 04.01.2022 05:15,11147.0,10813.0
04.01.2022 05:15 - 04.01.2022 05:30,11218.0,10969.0
04.01.2022 05:30 - 04.01.2022 05:45,11397.0,11098.0
04.01.2022 05:45 - 04.01.2022 06:00,11570.0,11319.0
04.01.2022 06:00 - 04.01.2022 06:15,11925.0,11661.0
04.01.2022 06:15 - 04.01.2022 06:30,12240.0,11890.0
04.01.2022 06:30 - 04.01.2022 06:45,12541.0,12128.0
04.01.2022 06:45 - 04.01.2022 07:00,12808.0,12362.0
04.01.2022 07:00 - 04.01.2022 07:15,13276.0,12795.0
04.01.2022 07:15 - 04.01.2022 07:30,13643.0,13181.0
04.01.2022 07:30 - 04.01.2022 07:45,14044.0,13518.0
04.01.2022 07:45 - 04.01.2022 08:00,14441.0,13846.0
04.01.2022 08:00 - 04.01.2022 08:15,14792.0,14257.0
04.01.2022 08:15 - 04.01.2022 08:30,15019.0,14581.0
04.01.2022 08:30 - 04.01.2022 08:45,15202.0,14804.0
04.01.2022 08:45 - 04.01.2022 09:00,15317.0,14879.0
04.01.2022 09:00 - 04.01.2022 09:15,15414.0,15011.0
04.01.2022 09:15 - 04.01.2022 09:30,15454.0,15183.0
04.01.2022 09:30 - 04.01.2022 09:45,15388.0,15198.0
04.01.2022 09:45 - 04.01.2022 10:00,15346.0,15247.0
04.01.2022 10:00 - 04.01.2022 10:15,15192.0,15187.0
04.01.2022 10:15 - 04.01.2022 10:30,15083.0,15152.0
04.01.2022 10:30 - 04.01.2022 10:45,14999.0,15229.0
04.01.2022 10:45 - 04.01.2022 11:00,14920.0,15203.0
04.01.2022 11:00 - 04.01.2022 11:15,14819.0,15111.0
04.01.2022 11:15 - 04.01.2022 11:30,14755.0,15123.0
04.01.2022 11:30 - 04.01.2022 11:45,14721.0,15162.0
04.01.2022 11:45 - 04.01.2022 12:00,14689.0,15187.0
04.01.2022 12:00 - 04.01.2022 12:15,14654.0,15259.0
04.01.2022 12:15 - 04.01.2022 12:30,14560.0,15263.0
04.01.2022 12:30 - 04.01.2022 12:45,14502.0,15129.0
04.01.2022 12:45 - 04.01.2022 13:00,14463.0,15113.0
04.01.2022 13:00 - 04.01.2022 13:15,14499.0,15119.0
04.01.2022 13:15 - 04.01.2022 13:30,14509.0,15171.0
04.01.2022 13:30 - 04.01.2022 13:45,14493.0,15134.0
04.01.2022 13:45 - 04.01.2022 14:00,14501.0,15128.0
04.01.2022 14:00 - 04.01.2022 14:15,14561.0,15094.0
04.01.2022 14:15 - 04.01.2022 14:30,14646.0,15075.0
04.01.2022 14:30 - 04.01.2022 14:45,14729.0,15056.0
04.01.2022 14:45 - 04.01.2022 15:00,14824.0,15016.0
04.01.2022 15:00 - 04.01.2022 15:15,14807.0,15005.0
04.01.2022 15:15 - 04.01.2022 15:30,14957.0,15041.0
04.01.2022 15:30 - 04.01.2022 15:45,15099.0,15137.0
04.01.2022 15:45 - 04.01.2022 16:00,15220.0,15161.0
04.01.2022 16:00 - 04.01.2022 16:15,15309.0,15145.0
04.01.2022 16:15 - 04.01.2022 16:30,15495.0,15298.0
04.01.2022 16:30 - 04.01.2022 16:45,15745.0,15473.0
04.01.2022 16:45 - 04.01.2022 17:00,16109.0,15843.0
04.01.2022 17:00 - 04.01.2022 17:15,16261.0,16121.0
04.01.2022 17:15 - 04.01.2022 17:30,16439.0,16402.0
04.01.2022 17:30 - 04.01.2022 17:45,16485.0,16460.0
04.01.2022 17:45 - 04.01.2022 18:00,16437.0,16351.0
04.01.2022 18:00 - 04.01.2022 18:15,16144.0,15966.0
04.01.2022 18:15 - 04.01.2022 18:30,15912.0,15678.0
04.01.2022 18:30 - 04.01.2022 18:45,15742.0,15512.0
04.01.2022 18:45 - 04.01.2022 19:00,15608.0,15414.0
04.01.2022 19:00 - 04.01.2022 19:15,15389.0,15250.0
04.01.2022 19:15 - 04.01.2022 19:30,15187.0,15077.0
04.01.2022 19:30 - 04.01.2022 19:45,15044.0,14922.0
04.01.2022 19:45 - 04.01.2022 20:00,14954.0,14840.0
04.01.2022 20:00 - 04.01.2022 20:15,14731.0,14580.0
04.01.2022 20:15 - 04.01.2022 20:30,14526.0,14388.0
04.01.2022 20:30 - 04.01.2022 20:45,14340.0,14180.0
04.01.2022 20:45 - 04.01.2022 21:00,14155.0,14011.0
04.01.2022 21:00 - 04.01.2022 21:15,13965.0,13799.0
04.01.2022 21:15 - 04.01.2022 21:30,13848.0,13685.0
04.01.2022 21:30 - 04.01.2022 21:45,13649.0,13500.0
04.01.2022 21:45 - 04.01.2022 22:00,13456.0,13357.0
04.01.2022 22:00 - 04.01.2022 22:15,13241.0,13156.0
04.01.2022 22:15 - 04.01.2022 22:30,13086.0,13017.0
04.01.2022 22:30 - 04.01.2022 22:45,12869.0,12847.0
04.01.2022 22:45 - 04.01.2022 23:00,12657.0,12648.0
04.01.2022 23:00 - 04.01.2022 23:15,12513.0,12582.0
04.01.2022 23:15 - 04.01.2022 23:30,12358.0,12292.0
04.01.2022 23:30 - 04.01.2022 23:45,12168.0,12106.0
04.01.2022 23:45 - 05.01.2022 00:00,11940.0,11935.0
05.01.2022 00:00 - 05.01.2022 00:15,11811.0,11838.0
05.01.2022 00:15 - 05.01.2022 00:30,11650.0,11694.0
05.01.2022 00:30 - 05.01.2022 00:45,11520.0,11578.0
05.01.2022 00:45 - 05.01.2022 01:00,11394.0,11470.0
05.01.2022 01:00 - 05.01.2022 01:15,11288.0,11340.0
05.01.2022 01:15 - 05.01.2022 01:30,11215.0,11194.0
05.01.2022 01:30 - 05.01.2022 01:45,11102.0,11146.0
05.01.2022 01:45 - 05.01.2022 02:00,11068.0,11100.0
05.01.2022 02:00 - 05.01.2022 02:15,11035.0,11102.0
05.01.2022 02:15 - 05.01.2022 02:30,10968.0,11123.0
05.01.2022 02:30 - 05.01.2022 02:45,10920.0,11073.0
05.01.2022 02:45 - 05.01.2022 03:00,10896.0,11038.0
05.01.2022 03:00 - 05.01.2022 03:15,10906.0,11083.0
05.01.2022 03:15 - 05.01.2022 03:30,10907.0,11041.0
05.01.2022 03:30 - 05.01.2022 03:45,10893.0,11054.0
05.01.2022 03:45 - 05.01.2022 04:00,10879.0,10998.0
05.01.2022 04:00 - 05.01.2022 04:15,10877.0,11056.0
05.01.2022 04:15 - 05.01.2022 04:30,10909.0,11103.0
05.01.2022 04:30 - 05.01.2022 04:45,10956.0,11148.0
05.01.2022 04:45 - 05.01.2022 05:00,11005.0,11179.0
05.01.2022 05:00 - 05.01.2022 05:15,11117.0,11309.0
05.01.2022 05:15 - 05.01.2022 05:30,11220.0,11367.0
05.01.2022 05:30 - 05.01.2022 05:45,11376.0,11510.0
05.01.2022 05:45 - 05.01.2022 06:00,11568.0,11549.0
